Team1,Team2,final1,final2,LSFE,e1,e1scoring,e2,e2scoring,e3,e3scoring,e4,e4scoring,e5,e5scoring,e6,e6scoring,e7,e7scoring,e8,e8scoring,e9,e9scoring,e10,e10scoring,e11,e11scoring
Brown-USA,Feltscher-SUI,4,5,1,1,1,2,2,1,1,0,,0,,1,2,1,1,1,2,1,1,1,2
Fujisawa-JAP,Kauste-FIN,7,5,2,1,2,2,1,1,2,2,2,2,1,2,1,0,,1,1,1,2
Sidorova-RUS,Apollonio-ITA,8,2,1,2,1,1,1,3,1,1,2,0,,1,1,1,2,1,1
Carey-CAN,Nielsen-DEN,8,7,2,3,2,1,2,2,1,0,,1,1,1,2,1,1,1,2,3,1,1,2,1,1
Apollonio-ITA,Fujisawa-JAP,3,10,2,0,,3,2,1,1,3,2,1,1,2,2,1,1,2,2
Muirhead-SCO,Sigfridsson-SWE,3,5,1,0,,0,,1,1,0,,2,2,1,2,1,1,1,2,1,1,1,2
Driendl-GER,Kim-KOR,8,5,1,0,,3,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2
Sidorova-RUS,Kauste-FIN,7,4,1,1,1,0,,1,1,1,1,1,2,2,1,2,2,2,1,1,2
Nielsen-DEN,Brown-USA,8,7,2,0,,1,1,0,,2,2,1,1,1,2,2,1,2,2,3,1,2,2,1,1
Carey-CAN,Feltscher-SUI,7,4,2,1,2,0,,0,,2,1,0,,1,2,2,2,1,1,3,1,1,1
Sigfridsson-SWE,Driendl-GER,6,9,2,0,,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2
Kauste-FIN,Apollonio-ITA,8,7,2,2,1,2,1,1,2,3,1,2,2,0,,1,2,1,1,2,2,1,2
Fujisawa-JAP,Sidorova-RUS,6,1,1,0,,2,1,0,,1,2,2,1,1,1,1,1,0,,0,
Muirhead-SCO,Kim-KOR,8,6,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1,2
Feltscher-SUI,Nielsen-DEN,7,6,1,0,,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1
Driendl-GER,Muirhead-SCO,3,10,1,1,1,2,2,1,1,3,2,1,1,1,2,4,2
Kim-KOR,Sigfridsson-SWE,8,6,1,1,1,2,2,0,,2,1,1,2,1,1,1,2,3,1,2,2,1,1
Brown-USA,Carey-CAN,2,10,2,4,2,1,1,1,2,1,1,1,2,4,2
Carey-CAN,Sidorova-RUS,3,6,2,2,2,0,,3,1,0,,0,,0,,2,2,1,2,1,2
Nielsen-DEN,Fujisawa-JAP,11,4,1,2,1,2,1,1,2,3,1,1,2,1,2,1,2,4,1
Brown-USA,Apollonio-ITA,5,3,2,1,2,1,1,1,1,0,,2,2,0,,2,1,1,1,0,
Feltscher-SUI,Kauste-FIN,9,6,1,1,1,2,2,3,1,1,2,3,1,0,,3,2,0,,2,1
Fujisawa-JAP,Kim-KOR,6,5,1,1,1,1,2,0,,1,1,2,2,0,,1,1,1,2,2,1,1,2,1,1
Sidorova-RUS,Sigfridsson-SWE,10,5,2,0,,2,2,3,1,1,1,2,1,2,2,1,1,1,2,3,1
Kauste-FIN,Driendl-GER,6,9,1,0,,3,1,1,2,2,1,2,2,1,1,0,,3,2,1,2,2,2
Apollonio-ITA,Muirhead-SCO,7,8,2,3,2,2,2,1,1,2,1,1,1,1,2,0,,1,2,3,1,1,2
Muirhead-SCO,Brown-USA,6,5,2,2,2,2,1,1,1,0,,2,2,0,,0,,1,1,1,2,2,1
Driendl-GER,Feltscher-SUI,2,9,2,0,,1,1,3,2,0,,1,1,2,2,2,2,2,2
Sigfridsson-SWE,Carey-CAN,4,9,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2
Kim-KOR,Nielsen-DEN,9,3,1,2,1,3,2,2,1,0,,0,,0,,3,1,2,1
Sigfridsson-SWE,Feltscher-SUI,5,6,2,1,2,1,1,0,,1,2,1,2,1,1,2,1,2,2,1,1,1,2
Kim-KOR,Brown-USA,3,10,2,2,2,1,2,1,1,1,2,1,1,1,1,4,2,2,2
Muirhead-SCO,Nielsen-DEN,9,3,1,3,1,1,2,0,,2,1,1,2,1,2,1,1,0,,3,1
Driendl-GER,Carey-CAN,5,7,2,1,2,1,1,0,,1,2,3,1,2,2,1,2,1,2,1,1,1,2
Nielsen-DEN,Kauste-FIN,6,4,1,1,1,2,2,0,,2,1,1,2,1,1,1,1,1,2,1,1
Carey-CAN,Apollonio-ITA,5,4,1,1,1,1,2,1,1,1,2,1,2,0,,2,1,0,,1,2,1,1
Feltscher-SUI,Fujisawa-JAP,7,4,1,0,,2,1,0,,0,,2,2,3,1,1,2,1,2,2,1
Brown-USA,Sidorova-RUS,6,5,1,0,,2,1,1,2,1,1,1,2,1,1,1,2,1,1,0,,2,2,1,1
Apollonio-ITA,Driendl-GER,6,2,2,1,1,0,,1,2,0,,1,1,1,2,0,,3,1,1,1
Kauste-FIN,Muirhead-SCO,5,6,1,1,1,1,2,2,1,0,,2,2,1,2,1,1,1,2,1,1,1,2
Sidorova-RUS,Kim-KOR,9,1,1,3,1,1,2,0,,0,,1,1,1,1,4,1
Fujisawa-JAP,Sigfridsson-SWE,8,4,2,0,,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1
Sidorova-RUS,Muirhead-SCO,1,7,2,1,2,3,2,1,2,0,,1,2,1,2,1,1
Fujisawa-JAP,Driendl-GER,8,1,1,0,,4,1,1,2,3,1,0,,1,1
Apollonio-ITA,Sigfridsson-SWE,5,11,2,2,2,2,2,1,1,4,2,3,1,1,2,1,1,2,2
Kauste-FIN,Kim-KOR,6,9,1,0,,1,1,3,1,2,2,1,1,1,2,1,1,3,2,3,2
Kim-KOR,Carey-CAN,8,7,2,0,,2,1,2,2,1,1,0,,2,2,1,1,3,2,2,1,2,1
Sigfridsson-SWE,Nielsen-DEN,6,2,1,1,1,1,1,1,2,1,1,1,1,0,,1,1,1,2,1,1
Driendl-GER,Brown-USA,4,7,1,0,,1,2,1,1,1,2,1,2,2,1,2,2,0,,1,1,2,2
Muirhead-SCO,Feltscher-SUI,6,7,1,2,1,1,2,1,1,2,1,0,,2,2,1,2,1,2,1,2,1,1,1,2
Brown-USA,Fujisawa-JAP,5,7,2,1,2,1,1,2,2,2,1,1,2,2,2,1,1,0,,1,2,1,1
Feltscher-SUI,Sidorova-RUS,3,6,2,1,2,1,2,1,2,2,1,1,2,1,2,0,,1,1,1,2
Carey-CAN,Kauste-FIN,7,1,1,2,1,1,1,0,,1,1,1,1,2,1,1,2
Nielsen-DEN,Apollonio-ITA,7,5,2,0,,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1
Kauste-FIN,Sigfridsson-SWE,3,10,2,0,,5,2,1,1,1,1,1,2,1,1,4,2
Apollonio-ITA,Kim-KOR,5,7,1,0,,0,,1,1,2,1,2,2,1,2,1,1,1,1,4,2
Fujisawa-JAP,Muirhead-SCO,10,4,1,3,1,1,2,2,1,2,2,4,1,1,2,1,1
Sidorova-RUS,Driendl-GER,8,3,1,3,1,0,,1,1,1,2,2,1,2,2,1,1,1,1
Feltscher-SUI,Apollonio-ITA,5,4,1,2,1,0,,0,,2,2,1,2,2,1,0,,0,,1,2,1,1
Brown-USA,Kauste-FIN,8,3,1,0,,2,1,1,1,2,2,1,1,2,1,1,2,2,1,0,
Nielsen-DEN,Sidorova-RUS,7,10,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,3,2
Carey-CAN,Fujisawa-JAP,2,11,2,2,2,2,2,1,1,2,2,1,1,5,2
Driendl-GER,Nielsen-DEN,4,8,2,0,,0,,2,2,2,1,1,1,1,2,3,2,2,2,1,1
Muirhead-SCO,Carey-CAN,4,9,2,1,2,1,1,1,2,0,,1,1,3,2,1,1,1,1,4,2
Kim-KOR,Feltscher-SUI,5,7,2,2,1,1,2,0,,1,2,1,2,1,1,1,2,1,1,3,2,1,1
Sigfridsson-SWE,Brown-USA,4,5,1,0,,1,1,1,2,1,1,1,2,1,1,0,,2,2,0,,1,1,1,2
